iter	F1	Logloss
268	0.6973992358	0.5886416656
269	0.6971666383	0.5885782642
270	0.6972512352	0.5885460539
271	0.6970183996	0.588395648
272	0.6981611821	0.5883103157
273	0.6984781023	0.5882066087
274	0.6984781023	0.5881376201
275	0.6993654958	0.5880451332
276	0.7004218244	0.5878621146
277	0.6996816057	0.5877835921
278	0.6996816057	0.5877457863
279	0.6989416486	0.5876736609
280	0.6992577488	0.5876494555
281	0.6986875867	0.5876254929
282	0.6986252767	0.5875751678
283	0.69879475	0.5874712235
284	0.6985628678	0.5874041011
285	0.69879475	0.5873757971
286	0.6992806853	0.5873020179
287	0.6993654958	0.5872412303
288	0.7005917206	0.5871949975
289	0.7000210613	0.5871599375
290	0.7004218244	0.5871478755
291	0.6996816057	0.5870570051
292	0.6995967932	0.5870176071
293	0.699450327	0.5869252949
294	0.6999974441	0.5868164032
295	0.6990491142	0.5866926075
296	0.6995351787	0.5866789345
297	0.6988172878	0.5861620825
298	0.6988172878	0.5861437264
299	0.6979287508	0.5861135906
300	0.6979287508	0.5859778878
301	0.6975265235	0.585866527
302	0.6976112828	0.5857227487
303	0.6987549591	0.5855885621
304	0.6985003597	0.5855487922
305	0.6979287508	0.585528521
306	0.6984155344	0.5854127621
307	0.6984377521	0.585384567
308	0.6982272328	0.5852983394
309	0.6975693894	0.5852437819
310	0.6974844899	0.5850886241
311	0.6982272328	0.5850114051
312	0.6980572848	0.5849408107
313	0.6986075843	0.5849084286
314	0.698777499	0.5847599058
315	0.6989474964	0.5846209982
316	0.6996666946	0.5845145694
317	0.7004940165	0.5844394643
318	0.6994579854	0.5843048544
319	0.6993728521	0.5842367039
320	0.7002012026	0.5841426671
321	0.6991404812	0.5840480776
322	0.6985673772	0.583906329
323	0.6993728521	0.5838019822
324	0.6991175766	0.5837340864
325	0.6992877395	0.5836240456
326	0.6996283141	0.5835132391
327	0.7003477082	0.5834798899
328	0.6995664491	0.5830271502
329	0.6994424227	0.5829025794
330	0.6992948441	0.5828196451
331	0.6983158684	0.5826989469
332	0.6993179995	0.5826128441
333	0.6985719188	0.5825618357
334	0.6991701003	0.5824419847
335	0.6988509072	0.5823010032
336	0.699660118	0.5822031509
337	0.7003212232	0.5821082528
338	0.7009213369	0.5819640542
339	0.7022190791	0.5818613623
340	0.7026225526	0.5817521651
341	0.7019614941	0.5816604925
342	0.7000882372	0.5815626177
343	0.7012147755	0.5814205356
344	0.7017644438	0.5812824011
345	0.7024247209	0.5808480849
346	0.702655949	0.5805154932
347	0.7025105229	0.5803968102
348	0.7021074357	0.5803046303
349	0.7026821897	0.5802531228
350	0.701704098	0.5801440183
351	0.7026821897	0.5800483838
352	0.7020216563	0.5799371168
353	0.7016183412	0.5798964071
354	0.7021074357	0.5797795875
355	0.7013611967	0.5796491077
356	0.701704098	0.5795565061
357	0.7024247209	0.5794062163
358	0.7030850717	0.5792979874
359	0.7030850717	0.5791921552
360	0.7026821897	0.5790683119
361	0.7032568676	0.5790040689
362	0.7030257753	0.5788531815
363	0.7035736135	0.5787050827
364	0.7039760179	0.5785205224
365	0.7044641483	0.5783966322
366	0.7043781725	0.5783587568
367	0.7040895142	0.578200339
368	0.7054686511	0.5781284775
369	0.7058704856	0.5779890638
370	0.7059566742	0.5778445657
371	0.7059566742	0.5777590956
372	0.7056981714	0.5776832797
373	0.7064445134	0.5775419777
374	0.7071047826	0.5774524835
375	0.7063582815	0.5773208589
376	0.7063879332	0.5771826315
377	0.7048647853	0.5770210374
378	0.7050372997	0.5767966443
379	0.7054400857	0.5767807588
380	0.7063016392	0.5765898263
381	0.7064445134	0.5764544109
382	0.7067896518	0.576310842
383	0.7062153664	0.576130243
384	0.7061291146	0.5759925865
385	0.7059859649	0.5758355371
386	0.7063312624	0.575637701
387	0.7072215494	0.575519515
388	0.7065040379	0.5754676046
389	0.7068197194	0.5753428085
390	0.7066768979	0.5752695756
391	0.7068498425	0.5751931112
392	0.7069363466	0.575131293
393	0.7067633596	0.5750152216
394	0.70690614	0.5748722139
395	0.7067633596	0.5746585795
396	0.7065338826	0.5744589551
397	0.7086851338	0.5743594105
398	0.7086851338	0.5740534199
399	0.7085985822	0.573983274
400	0.7089129065	0.5738594174
401	0.7093458809	0.5737191795
402	0.7096599379	0.5735757638
403	0.7109472543	0.5733934615
404	0.7111207679	0.573297164
405	0.7108075201	0.5731133966
406	0.7108943079	0.5729572125
407	0.7111207679	0.5726806112
408	0.7096059194	0.5725767646
409	0.7102669971	0.5725070567
410	0.7104406334	0.5723793869
411	0.7104406334	0.5723112793
412	0.7119896078	0.5721230502
413	0.7119026282	0.5720756854
414	0.7123025912	0.5719881393
415	0.7125636591	0.5718502395
416	0.7112758491	0.5717483799
417	0.7117980377	0.5716187272
418	0.7117980377	0.5714942107
419	0.7120594196	0.5714340522
420	0.7130863692	0.5712650352
421	0.7131735622	0.5711591624
422	0.7131735622	0.5711374468
423	0.7138352669	0.5710562247
424	0.7137479882	0.5708737654
425	0.7137987273	0.5708167931
426	0.7141109041	0.5706996338
427	0.7142853565	0.5706216231
428	0.7152580651	0.5705846883
429	0.7158315316	0.5705163997
430	0.714946426	0.5704874043
431	0.7153454091	0.5703361016
432	0.7158805352	0.5701961647
433	0.7154821117	0.5700430625
434	0.7146845226	0.5699467503
435	0.7150834409	0.5698599527
436	0.7160552455	0.5697163956
437	0.7159189399	0.5696209948
438	0.7155201613	0.5695951564
439	0.7148092254	0.5694838093
440	0.7152085214	0.5694622919
441	0.7155089138	0.5693613797
442	0.7164923946	0.5692691961
443	0.7170176787	0.5689769627
444	0.7156347319	0.5688906359
445	0.7163854529	0.5687593383
446	0.7172723902	0.5686715148
447	0.718733042	0.5685468724
448	0.7190022531	0.5684405612
449	0.7184284481	0.5684161715
450	0.7189556614	0.5683551164
451	0.7196178611	0.5682440791
452	0.7191315712	0.5682001667
453	0.7191730863	0.5680160382
454	0.7197479338	0.5679184954
455	0.7197479338	0.5677742757
456	0.7201920404	0.5676413084
457	0.7207661435	0.5675123562
458	0.7212519688	0.5673809279
459	0.7205898905	0.5672696986
460	0.7206780062	0.5671991263
461	0.7201920404	0.5671473238
462	0.7197939427	0.5670461919
463	0.7203682508	0.5669226529
464	0.7197058911	0.5668803056
465	0.7194836491	0.5667909618
466	0.7194836491	0.5667309691
467	0.7200124128	0.5666083001
468	0.7196136697	0.5665870047
469	0.7184159484	0.5664649665
470	0.7186803645	0.5664169224
471	0.7190799183	0.5662959769
472	0.7193910198	0.5661995822
473	0.7194792231	0.5661301873
474	0.719567448	0.5660138439
475	0.720985667	0.5658974074
476	0.7217815022	0.5657805453
477	0.7224441704	0.5657268416
478	0.7241206401	0.5655488225
479	0.724694146	0.5655162754
480	0.7240321387	0.5653848207
481	0.7242091631	0.5652717958
482	0.7243439666	0.5651351731
483	0.7240781354	0.5651128317
484	0.7245212958	0.5650052185
485	0.7243439666	0.5649344004
486	0.7235066074	0.5648280032
487	0.7239929217	0.5647045782
488	0.724081642	0.5645333509
489	0.7238583188	0.5644432828
490	0.7229749986	0.5644286441
491	0.7237697295	0.5643439126
492	0.7240781354	0.5642885533
493	0.7239895684	0.5642682116
494	0.7249599729	0.5641056414
495	0.7248713423	0.5639978644
496	0.7259296456	0.5638707524
497	0.7264142077	0.5637757407
498	0.726938786	0.5637057583
499	0.7276002077	0.563674584
500	0.7275113874	0.5636294755
501	0.7271163202	0.5635935825
502	0.7272051199	0.5635437501
503	0.7268097866	0.5634449122
504	0.7258885919	0.5633401108
505	0.7257998102	0.5632322012
506	0.7262030811	0.5630979457
507	0.7262030811	0.5630327177
508	0.7264700162	0.5629245875
509	0.7271338198	0.5627914897
510	0.7266480821	0.5627731969
511	0.7269153446	0.5627328752
512	0.7277085248	0.562514705
513	0.7277976977	0.5623762556
514	0.7270936288	0.5623564472
515	0.7278868924	0.5622579191
516	0.7285899317	0.5621760114
517	0.7279264228	0.5620334225
518	0.7285007174	0.5619771432
519	0.7282831535	0.5619120254
520	0.727976109	0.5618310394
521	0.7279365819	0.5617069444
522	0.7278472986	0.5616593331
523	0.7274504598	0.5615620202
524	0.7281152142	0.561483471
525	0.7276290066	0.5613805649
526	0.7278969913	0.5612875372
527	0.7282045633	0.5612052327
528	0.7267046742	0.5611684023
529	0.7268833148	0.5610496906
530	0.7283833272	0.560943095
531	0.7284727421	0.5608493281
532	0.7283833272	0.5607839185
533	0.7279863634	0.5607563299
534	0.7283440714	0.5605984922
535	0.72776792	0.5605117872
536	0.7293554467	0.5604117879
537	0.7290484162	0.5603548162
538	0.7290484162	0.5602679613
539	0.7290484162	0.5602588358
540	0.7295344693	0.560104757
541	0.7297135798	0.5600001261
542	0.7297135798	0.5599488439
543	0.7308646741	0.5599035505
544	0.7304684932	0.5598788244
545	0.7309543917	0.559700264
546	0.7310441314	0.5596346851
547	0.7307376502	0.5596161286
548	0.7307376502	0.5594744852
549	0.7304309022	0.5593819877
550	0.7305206667	0.5592531933
551	0.7310597172	0.5591303952
552	0.7303555387	0.5590507017
553	0.730047996	0.5589183254
554	0.7303555387	0.5586546211
555	0.7305353603	0.5586119756
556	0.7303555387	0.5585332994
557	0.7303177658	0.5583469992
558	0.732428925	0.5581966884
559	0.7325548743	0.5581214643
560	0.732428925	0.5580198763
561	0.7334908503	0.5579265818
562	0.733886371	0.5578280701
563	0.7334007398	0.5577568437
564	0.7333106515	0.5576979573
565	0.7334007398	0.5576759492
566	0.7326089975	0.557554912
567	0.7330950823	0.5575059627
568	0.7325189501	0.5574607427
569	0.7329149245	0.5573466371
570	0.7326990669	0.5572283722
571	0.7325189501	0.5571166636
572	0.7321227282	0.5570204661
573	0.7321227282	0.5569358116
574	0.731906293	0.5568637489
575	0.7318162647	0.556797449
576	0.732212755	0.556770411
577	0.7313295408	0.5566396595
578	0.732392875	0.5565363913
579	0.7327891586	0.5564823801
580	0.7325730836	0.5563882269
581	0.7335809829	0.556301309
582	0.7339765241	0.5561992609
583	0.7343718183	0.5561347284
584	0.7347668657	0.5560770976
585	0.7348570817	0.5560481853
586	0.7348570817	0.5560217245
587	0.7352519029	0.5559229924
588	0.7353421613	0.555862086
589	0.7350375801	0.5558179926
590	0.7345522317	0.555803219
591	0.7345522317	0.5557490075
592	0.7358270572	0.5556602614
593	0.7362214264	0.5555693585
594	0.7358270572	0.555538698
595	0.7360980927	0.5554741517
596	0.7361884823	0.5553542648
597	0.7360980927	0.5552968981
598	0.7360077254	0.5552538653
599	0.7361884823	0.5551976958
600	0.7357034166	0.5551078638
601	0.7351278625	0.5550087205
602	0.7351278625	0.554971937
603	0.7351278625	0.5549464076
604	0.7352181671	0.5547502982
605	0.7357034166	0.5547418846
606	0.7357937859	0.5546653271
607	0.7357604611	0.5546250443
608	0.7351505327	0.5545187982
609	0.735060091	0.5544941171
610	0.7360319082	0.554394339
611	0.7363364683	0.5542692957
612	0.7366987015	0.5541558599
613	0.7366081098	0.5541156399
614	0.7367893155	0.5540587055
615	0.7367893155	0.5538365508
616	0.7360319082	0.5537603875
617	0.7361224351	0.5536953415
618	0.7361224351	0.5536685413
619	0.7362129842	0.5535419039
620	0.7362129842	0.5534620455
621	0.7363035557	0.5532734493
622	0.7360319082	0.5532312715
623	0.737274891	0.5531373367
624	0.7365754037	0.5530507477
625	0.7360319082	0.5529562757
626	0.7356365761	0.5528919103
627	0.7360319082	0.5528000843
628	0.7365175404	0.5526995484
629	0.7362129842	0.5526020143
630	0.737274891	0.5524669205
631	0.7366987015	0.5523735468
632	0.7366987015	0.5522587536
633	0.7353882985	0.5521606747
634	0.735998736	0.552008255
635	0.7363941494	0.5519191249
636	0.735512522	0.5518894303
637	0.7366081098	0.5518084179
638	0.7367893155	0.5517485653
639	0.7363035557	0.5516657715
640	0.7363941494	0.5515524395
641	0.735998736	0.5515122317
642	0.7360893317	0.5514287501
643	0.7367567473	0.5514079351
644	0.7369706104	0.5512722119
645	0.7366081098	0.551163896
646	0.7365175404	0.55113617
647	0.7370936003	0.5510845064
648	0.7363035557	0.5510280633
649	0.7363035557	0.5509854508
650	0.7366987015	0.5509465846
651	0.7371842345	0.5509250809
652	0.7371842345	0.550912324
653	0.7377602823	0.5508388449
654	0.7377602823	0.5508134684
655	0.7378510036	0.5507056047
656	0.73724272	0.5506184353
657	0.7363612527	0.5505693212
658	0.7370289302	0.5504894056
659	0.7369381802	0.5503755298
660	0.736542645	0.5502883058
661	0.7375150307	0.5501807648
662	0.7363283029	0.5501531046
663	0.7374242381	0.5500658575
664	0.7369056978	0.5499926217
665	0.7369965169	0.5499257256
666	0.7369056978	0.5498471493
667	0.7380918041	0.5498342481
668	0.738304945	0.5497814555
669	0.7380918041	0.5496902234
670	0.738577578	0.5496030314
671	0.7382735862	0.5495643634
672	0.738577578	0.5495393501
673	0.738486678	0.5495003553
674	0.7383958003	0.5494070225
675	0.739184767	0.5493332461
676	0.7394575877	0.5492463649
677	0.7394575877	0.5491884573
678	0.7393666251	0.5491559081
679	0.7396698183	0.5491415368
680	0.7396698183	0.5491270412
681	0.7395485727	0.5490745193
682	0.7395485727	0.5490269493
683	0.7395485727	0.549010844
684	0.7397306099	0.5489795425
685	0.7400038338	0.548871091
686	0.7399127368	0.5487875509
687	0.7402159158	0.548746962
688	0.7403070104	0.5486424472
689	0.7393055848	0.5485640146
690	0.7398826588	0.5484090734
691	0.7394271617	0.5483671617
692	0.7403070104	0.5482141983
693	0.7403070104	0.5480959572
694	0.7403981275	0.548083048
695	0.7403070104	0.5479970525
696	0.7397306099	0.5479831953
697	0.7398216621	0.5478981407
698	0.7387284336	0.5478158643
699	0.7395485727	0.5477959188
